name,circle_code,circle_cut,day,sells_commision,sells_comic,sells_artbook,sells_photobook_general,sells_novel,sells_game,sells_music,sells_goods,sells_handmade_crafts,sells_magazine,sells_photobook_cosplay,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,marketplace_link,fandom,other_fandom,rating,sampleworks_images
fey_cia,J-04ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/fey_cia.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://instagram.com/fey_cia,https://twitter.com/fey_cia,,,Genshin Impact,"Honkai Star Rail, Frieren, Dungeon Meshi, Haikyuu",GA,
MASCUT,J-05ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/mascut.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/magajinen/,https://twitter.com/magajinen,,,Genshin Impact,Honkai Star Rail,PG,
K1 FILE,J-06a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/k1file.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/k1.pdf,,,,Genshin Impact,"Honkai star rail, ensemble stars, project sekai",PG,
Kubis Asli Medan,J-06b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kubis_asli_medan.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/pryntery/,https://twitter.com/fishcaakes,,,Genshin Impact,"Honkai Star Rail, Omori, Persona Series, IDOLiSH7, Legend of Zelda, The Great Ace Attorney, Original Characters",GA,
FHB Circle,J-07a (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/fhb_circle.jpg,SAT,False,True,False,False,False,False,False,True,False,False,False,https://www.facebook.com/sashacallfp,https://www.instagram.com/yamyouw/,https://twitter.com/selpuku,,,Honkai Star Rail,"Blue Lock, Genshin Impact, Jujutsu Kaisen",M,
Shoucchi96,J-07a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/shoucchi.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/shoucchi96/,,,,Honkai Star Rail,"Genshin Impact, Overwatch 2, Arknights",GA,
HoneyDucks,J-07b (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/honeyducks.jpg,SAT,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/solavuly/,https://twitter.com/solavuly/,,,Honkai Star Rail,"Ensemble Stars, Project Sekai, Genshin Impact, ORV, TCF, Love and Deepspace",GA,
Starries,J-07b (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/starries.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,-,https://www.instagram.com/starries_merch?igsh=MTY1cDcxMHVnNDUz,-,,,Honkai Star Rail,"Genshin Impact, Mob Psycho 100, Oshi no Ko",GA,
Cream Pie,J-08ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/creampie.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,https://www.facebook.com/nekochan.chan.357?mibextid=ZbWKwL,https://www.instagram.com/chocoruu?igsh=MWZjcHNtMjNiZmNjeQ==,,,,Genshin Impact,Identity,GA,
Neuthlea Statonary,J-09ab/J-10ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/neuthlea.jpg,Both Days,True,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/profile.php?id=100071233123861&mibextid=ZbWKwL,https://www.instagram.com/eutheciel?igsh=MWprMzEzaWI3NDFzOA==,https://x.com/Tatonary?t=oFUfRmVhCtAsUK2Z_0F1zA&s=09,,,Genshin Impact,"honkai star rail. vtuber , vocaloid , ado ,arknights, project sekai",GA,
Padepokan Cilok,J-11ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/padepokan_cilok.jpg,Both Days,False,True,False,True,False,False,False,True,False,False,False,https://web.facebook.com/padepokancilokz,https://www.instagram.com/kang_ciloks_/,https://twitter.com/kang_ciloks_,,,Game Genshin Impact etc,-,PG,
Favoritea,J-12ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/favoritea.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/teapot.teapot.395,https://www.instagram.com/t.pot99?igsh=NG41c2Q0NDRkNzYy,https://twitter.com/205111599smlg,,,Honkai : Star Rail,"Genshin Impact, ORV, Boku no Hero Academia, Tears of Themis, Project Sekai",GA,[]
Star☆Light,J-13a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/starlight.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/profile.php?id=100077191998369&mibextid=ZbWKwL,https://www.instagram.com/starlight_fanartstore,,,,"Genshin, Honkai Star Rail, Identity V, Bungou Stray Dogs","Hetalia, original",PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d1393c04-06af-4673-b39b-c2b931180008/57c35142-82eb-4880-b9c9-d4ce95f749c4/J-13a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d1393c04-06af-4673-b39b-c2b931180008/4b21657b-d103-4da4-83ce-c1f5d249b79f/J-13a.png']"
Azeroth's Domain,J-13b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/azeroth's_domain.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/blackout_bone909/,https://twitter.com/BlackoutB0ne909,,,Honkai Impact 3rd,"Honkai Impact, Godzilla, Resident Evil, Lobotomy Corporation, Chainsaw man, Ultraman, Original works, Jujutsu Kaisen",M,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/76f2e080-d6ec-4351-b85a-424644208bad/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/427156ce-5b1f-4313-8513-9b63108ce9e0/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/d1ccd000-e38e-4e33-b989-38bb9c9f91f8/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/ccf7a7ac-de9e-4704-8028-23c6ceef8361/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/77e5caac-cd76-4368-a8c9-7bedbd2e7489/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/08f22988-b374-4f3f-a24a-c8b04ac062c8/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/cb0c07d3-148d-4ced-99fa-20d41ac47e4c/J-13b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/f9098c06-59ac-4b6d-8600-28902e745edb/J-13b.png']"
VIB Craft,J-14a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/vib_craft.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/vib.craft/,,,,Genshin,-,GA,
Jual APA???,J-14b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/jual_apa.jpg,Both Days,False,True,False,False,True,False,False,True,False,False,False,-,https://www.instagram.com/aankasaa/ https://www.instagram.com/umekoori/https://www.instagram.com/rayaeshi/https://www.instagram.com/jendys.rilz/https://www.instagram.com/moeapaart/,https://twitter.com/Rayaeshi,,,Genshin impact,"Honkai Star rail, Batman Family, Original",M,
Carliscle,J-15a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/carliscle.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,,,,,genshin impact,"Original, honkai star rail, jujutsu kaisen",GA,
Catelier,J-15b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/catelier.jpg,Both Days,False,False,True,False,False,False,False,True,True,False,False,,https://www.instagram.com/lycheesodas/,https://twitter.com/lycheesodas,,,Genshin Impact,"Kpop groups, Original artworks",GA,
Magic Hatch,J-16ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/magic_hatch.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/magichatchcircle,https://www.instagram.com/magichatchcircle/,https://twitter.com/Magic_Hatch,,,Honkai: Star Rail,"GI, OM!, LCB, Poké, BG3, CoD, DDLC, A3!, The Ravages of Time",PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/de2f68ab-1c0d-42ad-926e-56a3bfd64402/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/d35cfcab-446f-47fe-97e2-8f63a4d900de/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/0f3bdb12-0958-444d-b6e3-a69d55c46b01/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/ae18ac06-f2da-4e0c-b22a-37ea080eacc2/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/cd53dae3-1f6e-4b2a-bcd2-5a56b42c0b21/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/e81f0c36-baa2-4b7f-97dd-748fb4e6fc7f/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/748c283f-5b29-4279-8bd7-7ea78d3d8bee/J-16ab.png']"
PIL KB (Program Khilaf Bersama),J-17ab/J-18ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/pil_kb.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/tedandjen/,https://twitter.com/mamenmimimi,,,genshin impact,"valorant, spyxfam, jujutsu kaisen, overwatch, vtuber, eleceed, stardew valley, final fantasy,LOL,PLAVE, Honkai star rail, seventeen, TXT",GA,
ANPAN,J-19ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/animagora.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/torauuma/,https://twitter.com/torauuma,,,Genshin Impact,"Original Works, Honkai Star Rail, Mob Psycho 100, Chainsaw man, Dungeon Meshi, Doraemon",GA,
Lumicewek,J-20ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/lumicewek.jpg,Both Days,False,True,False,False,False,False,False,True,False,False,False,,,https://twitter.com/ranruns6308,,,Genshin Impact,"Honkai: Star Rail, Persona 5, Jujutsu Kaisen, Project Sekai",PG,
byBapang,J-21a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/by_bapang.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/bybapang/,,,,Genshin Impact,"HSR, ORV, Ghibli",PG,
Cae_ppuccino,J-21b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/cae_puccino.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/cae_yuki/,https://twitter.com/cae_yuki,https://linktr.ee/cae_yuki,,Genshin Impact,"Akatsuki no Yona, Fruit Basket, Snow Miku, Various Anime and Game",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/d36bb6cb-ee7e-4a2c-a701-66d5cf621354/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/2963b8bf-81f8-45d0-a097-7b585f63bd93/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/ebb02a01-f62c-4527-a522-3b9d1a4394b8/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/b5b3a896-c1b2-4c94-9a7e-93d60b18eeaa/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/0f85103a-4cf6-4948-a19d-5423a2e2819b/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/755b32ca-a7cc-4788-819f-f03d1e77146b/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/28286811-cb6e-48be-a125-d35d20bd0cc7/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/125967af-90df-4886-ac74-a56e876c3095/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/5bb3be99-659b-48a0-b38f-504f2cc49303/J-21b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/60ac258b-fba2-40cc-9108-cc79a15a0713/73e4074f-dd95-48ab-b86e-8887de6f2ffc/J-21b.jpg']"
sanur.co,J-22ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sanurco.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,,,,Genshin Impact,Seventeen,GA,
SE4SON,J-23ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/se4son.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://instagram.com/mazeyellows,x.com/mazeyellows,,,Genshin,"HSR, ZB1, Seventeen, JJK, NCT, New Jeans",GA,
CandyFLoss,J-24ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/candy_floss.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/liquinyani/?next=&hl=id,https://x.com/yayaQuin88?t=vpcNGmUyp1HGuIOt88wJSg&s=09,,,Genshin Impact,"Jujutsu kaisen, Genshin Impact, Chainsaw man",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/573f7426-fc24-4aca-96b7-2417023bbc4a/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/7e037fe7-5004-478d-aabd-c4d4f4589700/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/011fbec2-3a0d-400e-b56d-b672e055e49d/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/1f583ae5-ce15-4928-80a0-cf956fb2918e/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/8f84225a-7b5b-4994-a07a-3fb4193033f4/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/da293976-8c4b-42e6-addd-0a747361434e/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/6b9dee15-3c2b-4fba-829f-63ad055ed99e/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/0242f007-99e4-44c1-97cb-954c5642a357/J-24ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aee91b13-3b55-4aa4-8ddc-f32a3471c9fd/e533a51a-c527-4e76-b3d7-2e97c0d61acb/J-24ab.jpeg']"
SUSHIRICE X HIMBOHOLIC,J-25ab/J-26ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sushirice_x_himboholic.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/svprast,"https://twitter.com/onion_holic, https://twitter.com/mondoart1, https://twitter.com/5shxin",,,Genshin Impact,"Arknights, Berserk, Chainsaw Man, FF14, Honkai Star Rail, Original, Vtuber",PG,
7ikanz,J-27ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/7_ikan.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/7ikanz,https://x.com/7ikanz,,,Genshin Impact,"Honkai: Star Rail, Vocaloid, Omniscient Reader's Viewpoint, Disco Elysium, Ghibli, Haikyuu, Frieren, Black Butler, Spy x Family, K-Pop, Skip and Loafers",PG,
Driconi,J-28ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/driconi.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,HTTPS://instagram.com/delicious.nai,HTTPS://x.com/deliciousnai,,,Genshin Impact,HSR,PG,
GrassBunny,J-29ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/grass_bunny.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,https://x.com/grasssbunnny,,,Genshin Impact,"One Piece, Honkai Star Rail, CSM, Original Work, Haikyuu, JJK, Naruto, Evangelion, Tears of Themis, Cyberpunk, Blue Lock, LOL",PG,
origamidragon,J-30ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/origami_dragon.jpg,SAT,False,False,False,False,False,False,False,True,False,False,False,-,https://instagram.com/origami_drago/,https://twitter.com/wwhat_w,,,Genshin,"Honkai Starrail, Vocaloid, Deltarune, Omori, Anime, DVC",PG,
Sekte Gelap,J-30ab (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sekte_gelap.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/sekte.gelap?igsh=NnVueGhucGQ5emJ0,,,,Genshin Impact,-,PG,
BPUPKI (Badan Pendiri Usaha Pernak-Pernik dan Kertas Imajinasi),J-31a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/bpupki.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,,"https://www.instagram.com/aci.maca?igsh=NW1obGxtajBkZzdp , https://www.instagram.com/uiidda?igsh=ZmQ4ZWhlY24ybmh2 , https://www.instagram.com/Roraawww , https://www.instagram.com/luminouzww?igsh=OXpneXkwOGc5cW5w , https://www.instagram.com/wengi.kliwon?igsh=MWppNHViMGtuZjNkag== , https://www.instagram.com/kemasias?igsh=MWlsNWk0ZmF1a2IzdQ&utm_source=qr , https://www.instagram.com/kiyagust?igsh=OXF1OHJkZ2hlazN1","https://x.com/orenpams?t=NQ9EMuRyf9s3REWXgqxzhw&s=09 , https://x.com/mmomoya11?s=20",,,Genshin,"OC, HSR, Enstars, other fandom",M,
カラカラ Weeb Supply Co.,J-31ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/karakara_weeb_supply.jpg,SAT,False,False,False,False,False,False,False,True,False,False,False,,,,,,Vtuber,"Hololive, Nijisanji, Indie vtubers, Persona, Enstars, Genshin Impact, Seventeen (kpop), Original, Honkai Star Rail",GA,
Atelier Azusa,J-31b (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/atelier_azusa.jpg,SUN,False,False,True,False,True,False,False,True,False,False,False,,https://www.instagram.com/azuimaginaria/,https://twitter.com/azuimaginaria,,,Genshin Impact,Hololive/Holostars,PG,
Aku Cinta Rupiah,J-32ab/J-33ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/aku_cinta_rupiah.jpg,Both Days,False,True,False,False,False,False,False,True,True,False,False,https://www.facebook.com/akucintarp/,https://www.instagram.com/aku_cinta_rupiah/,https://twitter.com/Aku_cinta_rp,,,Genshin Impact,"HSR, Haikyuu, New Jeans, BNHA, BTS, JJK, Vtuber",GA,
Teh Kembang Telang,J-34ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/teh_kembang_lelang.jpg,Both Days,True,False,False,False,False,False,True,True,False,False,False,,https://www.instagram.com/infini440,https://twitter.com/erebea000,,,Hoyoverse,"Hoshimachi Suisei (Hololive), Blue Archive, Frieren, original",GA,
Chipi Chapa,J-35ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/chipi.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,,,,"Honkai, Genshin","FFXIV, Anime, Genshin, honkai impact, honkai star rail, chainsaw man, ensemble stars",GA,
Old Jeans,J-36ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/old_jeans.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,"https://www.instagram.com/casualima/ , https://instagram.com/lunightic , https://instagram.com/frogenyoghurt , https://www.instagram.com/drrrknss/","https://twitter.com/casualima , https://twitter.com/lunightic , https://twitter.com/frogenyoghurt , https://twitter.com/drrrknss",,,Genshin Impact,Honkai: Star Rail,GA,
Gula Aren,J-37a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/gula_aren.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://Instagram.com/gulaaren.merch,,,,Genshin Impact,"Honkai Starrail, Jujutsu Kaisen, Bluelock, Hololive ID, Nijisanji EN",GA,
HALU Corner,J-37b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/halu_corner.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/halucorner,,https://halucorner.carrd.co,,Genshin Impact,"Honkai Star Rail, Blue Lock, Arknights, Tears of Themis",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43b52ca4-c2aa-42b6-a2ef-80087bdd5960/dfb6e6c9-538f-4e7c-a8bc-cca9ec753e1e/J-37b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43b52ca4-c2aa-42b6-a2ef-80087bdd5960/d97e17b6-b585-44b7-ace4-a9d4f6429662/J-37b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43b52ca4-c2aa-42b6-a2ef-80087bdd5960/6e326356-62ae-4727-bab5-86ab1a7f4c62/J-37b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43b52ca4-c2aa-42b6-a2ef-80087bdd5960/3a81d931-3817-4fd5-855d-f1375d5ab886/J-37b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43b52ca4-c2aa-42b6-a2ef-80087bdd5960/04abded0-e954-4ca8-9a2e-834e4471351b/J-37b.png']"
Cow-poration,J-38ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/cow-poration.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/pawtty__?igsh=MXN3Zm1haWlvcnZnNQ==,https://x.com/Pawtty_?t=c6xwwrsShR5wwu4n30kJYA&s=09,,,Genshin Impact,"Honkai Star Rail, Ensemble stars, Blue lock, Nu : carnival, Touken ranbu",GA,
Archieloras x Topiorca,J-39ab/J-40ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/Archieloras_x_Topiorca.jpg,SAT,False,False,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/archieloras/,https://twitter.com/archieloras,,,Genshin Impact,Honkai Star Rail,M,
Becky n Friends,J-40ab (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/becky_n_friends.jpg,SUN,False,False,False,False,False,False,False,True,True,False,False,,https://instagram.com/maruimomo14,https://x.com/zeiketsa,,,Genshin,"Ghibli, One Piece, Original, Flower, Animal, Vtuber, Spongebob, Jujutsu, Bocchi",GA,
Senior Citizen,J-41ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/senior_citizen.jpg,Both Days,True,False,True,False,False,False,False,True,False,False,False,,https://instagram.com/furicchin,https://x.com/Furifuricchin,,,HSR,"Genshin, Danmei",GA,
Kucing Ngeden,J-42ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kucing_ngeden.jpg,Both Days,True,False,False,False,False,False,False,True,False,False,False,,,https://twitter.com/limaubars,,,Genshin Impact,"Honkai Star Rail, Trigun Stampede, Blue Lock, Mashle",GA,
